piece,beats,pitches
./abc/Polonäs_i_Dm_efter_Johan_Eric_Blomgren_7431d1.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[74, 73, 74, 77, 76, 74, 72, 76, 74, 72, 74, 69], [70, 67, 69, 65, 67, 64, 62, 61, 62], [62, 64, 65, 67, 69, 71, 73, 74, 76, 77, 79, 81], [82, 82, 79, 76, 76, 74, 74, 73, 71, 69], [74, 73, 74, 77, 76, 74, 72, 76, 74, 72, 74, 69], [70, 67, 69, 65, 67, 64, 62, 61, 62], [62, 64, 65, 67, 69, 71, 73, 74, 76, 77, 79, 81], [82, 79, 76, 73, 74, 62], [77, 79, 81, 77, 74, 76, 77, 79, 79], [77, 79, 81, 77, 74, 76, 77, 79, 79], [82, 82, 81, 79, 79, 77, 76, 76, 74], [74, 73, 74, 77, 76, 74, 72, 71, 69], [74, 73, 74, 77, 76, 74, 72, 76, 74, 72, 74, 69], [70, 67, 69, 65, 67, 64, 62, 61, 62], [62, 64, 65, 67, 69, 71, 73, 74, 76, 77, 79, 81], [82, 79, 76, 73, 74, 62]]"
./abc/Polonäs_495fe7.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 4, 5, 7, 8, 9, 12], [1, 4, 5, 8, 9, 11], [1, 3, 4, 5, 9], [1, 4, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9]]","[[71, 69, 67, 71, 72, 74, 76, 78, 79], [69, 67, 66, 67, 69, 62, 72], [71, 74, 64, 72, 62, 71], [69, 67, 66, 67, 55], [79, 81, 79, 78, 76, 74, 79], [78, 81, 76, 74, 72, 71, 69, 79], [78, 81, 71, 79, 69, 78], [76, 74, 72, 74, 62], [74, 78, 72, 71, 69, 67, 71], [72, 76, 69, 67, 66, 64, 62, 72], [71, 74, 64, 72, 62, 71], [69, 67, 66, 67, 55]]"
./abc/_Polonäs_ur_Andreas_Dahlgrens_notbok_nr_71_3fac52.abc,"[[1, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 5, 7, 9, 11], [1, 3, 4, 5], [1, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 5]]","[[77, 77, 81, 79, 77], [76, 74, 72, 74, 76, 72], [77, 77, 81, 79, 77], [77, 76, 77, 79], [72, 74, 72], [70, 72, 70, 69, 67, 69, 65], [72, 74, 72], [70, 72, 70, 69, 67, 77], [76, 79, 72, 77, 76, 79], [77, 65]]"
./abc/Polska_efter_Anders_Gustaf_Andersson_c74084.abc,"[[1, 4, 5, 8, 9, 12], [1, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 10, 11], [1, 3, 5, 7, 8, 9, 10, 11], [1, 3, 5, 7, 9, 9, 9, 10, 11], [1, 3, 5, 7, 9, 9, 9, 10, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5]]","[[67, 71, 69, 72, 71, 72], [74, 74, 71, 74, 71, 67], [72, 76, 76, 72, 74, 72, 71, 72], [71, 74, 74, 71, 72, 71, 69, 71], [67, 83, 83, 79, 79, 81, 79, 78, 79], [76, 81, 81, 78, 78, 79, 78, 76, 78], [74, 76, 78, 79, 76, 79, 78, 74, 78], [76, 73, 76, 74], [74, 76, 74, 73, 74, 83, 83, 83], [72, 74, 72, 71, 72, 81, 81, 81], [71, 72, 71, 69, 71, 79, 79, 79], [78, 79, 78, 76, 78, 76, 74, 76, 78], [79, 76, 79, 76, 72, 74, 74], [72, 72, 71, 72, 71, 69], [67, 69, 71, 72, 69, 72, 71, 67, 71], [69, 66, 69, 67]]"
./abc/_Branten_polska_efter_ByssKalle_nr_7_479178.abc,"[[11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5], [1, 2, 3, 4, 5], [1], [1, 2, 3, 5, 9, 9, 9, 9], [1, 2, 3, 4, 5, 5, 5, 9], [1, 2, 3, 5, 6, 7, 9, 10, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 5, 9, 9, 9, 9], [1, 2, 3, 4, 5, 5, 5, 9]]","[[83, 84], [86, 86, 74, 74, 86, 86], [84, 84, 72, 72, 84, 84], [83, 83, 70, 69, 81, 83, 84, 81], [83, 81, 79, 78, 79, 81, 83, 79, 74, 83, 84], [86, 86, 74, 74, 86, 86], [84, 84, 72, 72, 84, 84], [83, 83, 70, 69, 81, 83, 84, 81], [83, 81, 79, 78, 79], [83, 81, 79, 78, 79], [69], [70, 72, 74, 65, 67, 65, 64, 65], [67, 65, 63, 62, 63, 65, 63, 62], [70, 72, 74, 69, 70, 72, 67, 69, 70], [72, 70, 69, 67, 66, 67, 69, 65, 62, 69], [70, 72, 74, 65, 67, 65, 64, 65], [67, 65, 63, 62, 63, 65, 63, 62]]"
./abc/_Polonäs_sexdregasamlingen_del_1_nr_104_ed309f.abc,"[[1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[74, 74, 72, 75, 74, 72, 70, 67], [62, 64, 66, 67, 69, 71, 72, 69, 70, 67], [74, 74, 72, 75, 74, 72, 70, 69, 67], [62, 67, 66, 67, 55], [77, 82, 81, 79, 77, 75, 74, 72], [74, 75, 72, 75, 74, 72, 70, 67], [77, 82, 81, 79, 77, 75, 74, 72], [74, 72, 70, 69, 70, 58], [74, 70, 67, 70, 74, 70, 67, 70, 74, 70, 67, 70], [72, 69, 65, 69, 72, 69, 65, 69, 72, 69, 65, 69], [78, 79, 81, 82, 72, 75], [74, 72, 70, 69, 67, 55]]"
./abc/Polonäs_från_Småland__f0077d.abc,"[[1, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 12], [1, 2, 3, 4, 5, 7, 9]]","[[71, 72, 74], [74, 76, 78, 79, 78, 79, 76, 74, 72, 71, 72], [71, 71, 74, 72, 72, 76, 76, 74], [74, 76, 78, 78, 79, 79], [71, 67, 71, 74, 71, 67, 71, 74, 74, 72], [69, 66, 69, 72, 69, 66, 69, 72, 72, 71], [71, 67, 71, 74, 71, 67, 71, 74, 74, 72], [69, 66, 69, 72, 69, 66, 69, 72, 72, 71], [67, 69, 71, 72, 74, 76, 78, 79, 81, 78], [79, 78, 76, 78, 78, 79, 79]]"
./abc/Polska_ur_Trästadssamlingen_9496e6.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[76, 76, 81, 76, 76, 77, 76, 76, 74], [72, 72, 71, 69, 69, 71, 72, 72, 74], [76, 76, 77, 79, 79, 81, 79, 79, 77], [76, 77, 76, 76, 74, 76, 77, 76], [76, 77, 79, 81, 81, 79, 77, 79, 77, 76], [74, 76, 77, 79, 79, 77, 76, 77, 76, 74], [72, 74, 76, 81, 76, 74, 72], [71, 69, 67, 69, 71, 69, 67, 64], [69, 69, 71, 72, 71, 72, 71, 72, 71, 74, 71], [69, 71, 72, 74, 76, 74, 76, 77, 76, 72], [76, 81, 76, 74, 72, 71, 69], [72, 71, 69, 67, 69, 57]]"
./abc/_Polonäs_ur_Andreas_Dahlgrens_notbok_nr_35_5f4c45.abc,"[[1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]","[[67, 68, 70, 74, 72, 70], [67, 70, 77, 80, 79, 77], [79, 82, 79, 75, 79, 75, 74, 75, 74], [72, 74, 72, 70, 74, 70, 67], [72, 74, 72, 70, 74, 70, 67], [79, 82, 79, 77, 80, 77, 79], [79, 82, 79, 75, 79, 75, 74, 75, 74], [72, 70, 75, 74, 72], [72, 79, 75, 79, 72, 79, 75, 79, 72, 79, 75, 79], [70, 77, 74, 77, 70, 77, 74, 77, 70, 77, 74, 77], [72, 79, 75, 79, 72, 79, 75, 79, 72, 79, 75, 79], [70, 77, 74, 77, 70, 77, 74, 77, 70, 77, 74, 77], [75, 74, 72, 70, 72, 82, 79, 77], [75, 74, 72, 70, 74, 72]]"
./abc/_Polonäs_sexdregasamlingen_del_1_nr_113_117c8b.abc,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 9]]","[[70, 70, 74, 79, 79, 82, 81, 79], [78, 79, 81, 79, 77, 76, 74], [75, 74, 72, 74, 72, 70, 72, 70, 69], [72, 70, 69, 67, 66, 62], [74, 75, 74, 70, 74, 72, 70], [72, 74, 72, 70, 69, 72, 70, 69], [70, 74, 79, 74, 72, 70], [69, 67, 66, 67, 55], [70, 70, 72, 74, 72, 74, 75, 74, 72, 70], [77, 77, 79, 82, 82, 81, 79, 77, 75, 74], [82, 82, 81, 79, 79, 77, 75, 75, 74], [72, 70, 69, 70, 58], [74, 72, 74, 70, 72, 70, 72, 69, 70, 67], [72, 74, 72, 70, 69, 70, 69, 67, 66, 62], [67, 66, 67, 69, 70, 69, 70, 72, 70, 72, 74, 75], [62, 67, 66, 67, 55]]"
./abc/Polonäs_ur_Andreas_Dahlgrens_notbok_nr_77_7255ca.abc,"[[1, 3, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5]]","[[77, 72, 69, 72, 77], [81, 77, 72, 77, 81], [81, 79, 81, 82, 81, 79, 81, 77], [77, 76, 77, 79, 77, 76, 74, 72], [77, 72, 69, 72, 77], [81, 77, 72, 77, 81], [81, 79, 81, 82, 81, 79, 81, 77], [76, 77, 79, 81, 79, 77], [72, 81, 81, 79, 77, 79], [72, 79, 79, 77, 76, 77, 72], [72, 77, 81, 82, 79, 82, 81, 79, 77], [76, 77, 76, 74, 72, 74, 72, 70, 69, 70, 69, 67], [65, 81, 81, 79, 77, 79, 72], [72, 79, 79, 77, 76, 77, 72], [69, 72, 77, 72, 77, 81], [81, 79, 77, 79, 77]]"
./abc/Pollonesse_183223_93b57b.abc,"[[1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[74, 76, 78, 76, 74, 74, 76, 73, 73, 74], [71, 71, 73, 69, 69, 71, 67, 67], [64, 64, 62, 57, 57, 57, 79], [78, 81, 76, 73, 74, 78, 62], [69, 71, 69, 67, 66, 67, 66, 64, 62, 62], [69, 71, 73, 74, 73], [69, 73, 76, 81, 78, 76, 74, 73], [71, 69, 67, 69, 57, 57], [69, 73, 76, 81, 69, 73, 76, 81, 69, 73, 76, 81], [81, 79, 79, 78, 78, 74], [62, 66, 69, 74, 62, 66, 69, 74, 62, 66, 69, 74], [69, 67, 67, 66, 66, 64], [62, 64, 66, 67, 69, 71, 73, 74, 76, 79], [78, 81, 76, 73, 74, 62]]"
./abc/Polonäs_efter_Rondahl_i_G__Fru_Häggs_polska_e3a874.abc,"[[1, 3, 5, 7, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[67, 67, 71, 71, 74, 76, 78], [79, 74, 72, 71, 72, 69, 71, 67], [76, 72, 71, 72, 76, 72, 71, 72, 76, 79, 78, 79], [74, 71, 67, 71, 74, 71, 67, 71, 74, 79, 78, 79], [76, 72, 71, 72, 76, 72, 71, 72, 76, 79, 78, 79], [74, 71, 67, 71, 74, 71, 67, 71, 74, 79, 78, 79], [78, 74, 76, 78, 79, 78, 79, 81, 79, 74], [76, 72, 69, 66, 67, 55], [71, 67, 62, 67, 71, 67, 62, 67, 71, 74, 72, 71], [72, 71, 72, 69, 62, 66, 69, 71, 72, 71, 72, 69], [71, 67, 62, 67, 71, 67, 62, 67, 71, 74, 72, 71], [72, 71, 72, 69, 62, 66, 69, 71, 72, 71, 72, 69], [78, 74, 76, 78, 79, 78, 79, 81, 79, 74], [76, 72, 69, 66, 67, 55]]"
./abc/Polonäs_ba0e60.abc,"[[11], [1, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 9], [1], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9]]","[[69], [74, 76, 77, 81], [79, 77, 79, 81, 81, 79, 77, 76, 74, 73], [74, 74, 76, 77, 77, 79, 81, 81], [79, 77, 79, 81, 69], [76], [77, 81, 77, 76, 77, 76, 74, 74, 76], [77, 76, 74, 73, 74, 76, 72, 69]]"
./abc/_Polonesse_in_D_Dur_no_20_ur_Anders_Larssons_notbok_4ea07e.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 9]]","[[69, 71, 73, 74, 69, 67, 66, 64, 62], [61, 62, 64, 66, 67, 66, 67, 71, 69], [69, 71, 73, 74, 76, 78, 76, 74], [79, 78, 76, 78, 76, 74, 69, 74, 73, 71], [69, 71, 73, 74, 69, 67, 66, 64, 62], [61, 62, 64, 66, 67, 66, 67, 71, 69], [69, 71, 73, 74, 76, 78, 79, 78, 76, 74], [73, 74, 76, 73, 74, 62], [81, 78, 74], [76, 76, 75, 76, 76, 75, 76], [79, 76, 74], [73, 71, 69, 71, 69, 67, 69], [69, 71, 73, 74, 69, 67, 66, 64, 62], [61, 62, 64, 66, 67, 66, 67, 71, 69], [69, 71, 73, 74, 76, 78, 76, 74], [73, 74, 76, 73, 74, 62]]"
./abc/Polonäs_i_Dm_efter_Daniel_Danielsson_2bd093.abc,"[[1, 4, 5, 7, 8, 9, 12], [1, 3, 4, 5, 8, 9, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9]]","[[69, 74, 74, 72, 74, 76, 79], [77, 76, 74, 76, 72, 69, 72], [70, 69, 67, 69, 65, 64, 61], [62, 64, 65, 64, 62], [72, 72, 74, 72, 70], [69, 67, 65, 64, 65], [65, 69, 74, 77, 76, 74], [72, 74, 76, 74, 72, 70, 69], [69, 74, 74, 72, 72, 69], [70, 69, 67, 69, 65, 65, 69], [70, 69, 67, 69, 65, 64, 60], [62, 64, 65, 64, 62]]"
./abc/_Polska_efter_Johan_August_Ericsson_e840fd.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 4, 5, 7, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]","[[73, 73, 76, 74, 74, 78, 73, 73, 76], [74, 73, 74, 78, 76, 76, 74], [73, 71, 73, 74, 74, 71, 71], [71, 69, 71, 73, 73, 69, 69], [73, 73, 76, 74, 74, 78, 73, 73, 76], [74, 73, 74, 78, 76, 76, 78, 80], [81, 73, 74, 73, 74, 76, 78, 76], [76, 73, 74, 71, 71, 69], [71, 69, 68, 69, 71, 73], [74, 71, 73, 71, 69, 68, 69], [73, 69, 69, 73, 73, 76], [76, 75, 76, 78, 76, 74, 73, 71], [71, 73, 71, 69, 68, 69, 71, 73], [74, 71, 73, 71, 69, 68, 69], [73, 69, 69, 73, 73, 76], [76, 75, 76, 78, 76, 74, 73, 71], [73, 73, 76, 74, 74, 78, 73, 73, 76], [74, 73, 74, 78, 76, 76, 78, 80], [81, 73, 74, 73, 74, 76, 78, 76], [76, 73, 74, 71, 71, 69]]"
./abc/Polonäs_ur_NilsJohan_Nybergs_notbok_132d01.abc,"[[1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9]]","[[67, 71, 74, 79, 83, 79], [81, 79, 78, 79, 74, 71], [67, 71, 74, 74, 72, 69, 72, 71, 67], [69, 67, 66, 67, 62, 60, 59, 57, 55], [67, 71, 74, 79, 83, 79], [81, 79, 78, 79, 74, 71], [67, 71, 74, 74, 72, 69, 72, 71, 67], [72, 71, 69, 66, 66, 67, 67], [67, 71, 74, 72, 69, 72, 72, 71], [67, 71, 74, 72, 71, 72, 69], [67, 71, 74, 72, 69, 72, 72, 71], [67, 71, 74, 72, 71, 72, 69], [72, 76, 71, 74, 69, 72], [71, 69, 67, 66, 66, 67, 67]]"
./abc/Pollonesse_ur_Andreas_Dahlgrens_notbok_no_28_5d2406.abc,"[[1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]","[[72, 77, 79, 80, 72, 70], [68, 67, 65, 68, 67, 61, 60, 61, 65], [72, 77, 79, 80, 79, 72], [68, 72, 70, 73, 72], [60, 56, 72, 72, 70, 72, 73, 70], [55, 70, 70, 69, 70, 72, 68], [65, 77, 76, 77, 79, 80], [82, 79, 80, 77, 75, 72], [72, 75, 77, 80, 79, 72], [68, 72, 70, 73, 72, 60], [60, 56, 72, 72, 70, 72, 73, 70], [55, 70, 70, 69, 70, 72, 68], [65, 63, 65, 68, 67, 65, 67, 70, 68, 67, 68, 72], [68, 67, 65, 63, 63, 65], [72, 72, 73, 75, 73, 70, 67, 63], [70, 70, 73, 72, 68, 63, 60], [56, 60, 63, 68, 72, 72, 75, 70, 70, 72], [73, 73, 72, 72, 70], [63, 65, 63, 65, 67, 73, 75, 70], [63, 65, 63, 65, 67, 70, 73, 70], [72, 70, 68, 67, 68, 67], [72, 70, 68, 67, 65, 63], [65, 77, 76, 77, 79, 80], [82, 79, 80, 77, 75, 72], [72, 75, 77, 80, 79, 72], [67, 72, 70, 73, 72, 60], [58, 56, 72, 72, 70, 72, 73, 70], [55, 70, 70, 69, 70, 72, 68], [65, 63, 65, 68, 67, 65, 67, 70, 68, 67, 68, 72], [68, 67, 65, 63, 63, 65]]"
